zip,city,county,state,center_latitude,center_longitude
45002,Cleves,Hamilton,OH,39.16,-84.74
45003,"College Corner",Preble,OH,39.56,-84.81
45004,Collinsville,Butler,OH,39.52,-84.64
45005,Franklin,Warren,OH,39.55,-84.3
45011,Hamilton,Butler,OH,39.39,-84.56
45012,Hamilton,Butler,OH,39.39,-84.56
45013,Hamilton,Butler,OH,39.39,-84.56
45014,Fairfield,Butler,OH,39.33,-84.54
45015,Hamilton,Butler,OH,39.39,-84.56
45018,Fairfield,Butler,OH,39.33,-84.54
45025,Hamilton,Butler,OH,39.39,-84.56
45026,Hamilton,Butler,OH,39.39,-84.56
45030,Harrison,Hamilton,OH,39.24,-84.79
45032,Harveysburg,Warren,OH,39.5,-84
45033,Hooven,Hamilton,OH,39.19,-84.75
45034,"Kings Mills",Warren,OH,39.34,-84.3
45036,Lebanon,Warren,OH,39.42,-84.21
45039,Maineville,Warren,OH,39.31,-84.22
45040,Mason,Warren,OH,39.36,-84.3
45041,Miamitown,Hamilton,OH,39.2,-84.58
45042,Middletown,Butler,OH,39.5,-84.37
45043,Middletown,Butler,OH,39.5,-84.37
45044,Middletown,Butler,OH,39.5,-84.37
45050,Monroe,Butler,OH,39.44,-84.34
45051,"Mount Saint Joseph",Hamilton,OH,39.11,-84.61
45052,"North Bend",Hamilton,OH,39.14,-84.74
45053,Okeana,Butler,OH,39.36,-84.78
45054,Oregonia,Warren,OH,39.41,-84.04
45055,Overpeck,Butler,OH,39.41,-84.46
45056,Oxford,Butler,OH,39.5,-84.74
45061,Ross,Butler,OH,39.31,-84.65
45062,"Seven Mile",Butler,OH,39.47,-84.55
45063,Shandon,Butler,OH,39.34,-84.76
45064,Somerville,Butler,OH,39.56,-84.63
45065,"South Lebanon",Warren,OH,39.37,-84.21
45066,Springboro,Warren,OH,39.56,-84.23
45067,Trenton,Butler,OH,39.47,-84.46
45068,Waynesville,Warren,OH,39.53,-84.08
45069,"West Chester",Butler,OH,39.33,-84.4
45070,"West Elkton",Preble,OH,39.58,-84.55
45071,"West Chester",Butler,OH,39.33,-84.4
45101,Aberdeen,Brown,OH,38.66,-83.76
45102,Amelia,Clermont,OH,39.02,-84.21
45103,Batavia,Clermont,OH,39.07,-84.18
45105,Bentonville,Adams,OH,38.75,-83.62
45106,Bethel,Clermont,OH,38.96,-84.08
45107,Blanchester,Clinton,OH,39.28,-83.97
45110,Buford,Highland,OH,39.08,-83.85
45111,"Camp Dennison",Hamilton,OH,39.19,-84.28
45112,Chilo,Clermont,OH,38.79,-84.13
45113,Clarksville,Clinton,OH,39.4,-83.98
45114,Cuba,Clinton,OH,39.36,-83.84
45115,Decatur,Brown,OH,38.81,-83.72
45118,Fayetteville,Brown,OH,39.18,-83.93
45119,Feesburg,Brown,OH,38.87,-83.97
45120,Felicity,Clermont,OH,38.83,-84.09
45121,Georgetown,Brown,OH,38.86,-83.9
45122,Goshen,Clermont,OH,39.22,-84.09
45123,Greenfield,Highland,OH,39.35,-83.38
45130,Hamersville,Brown,OH,38.91,-83.98
45131,Higginsport,Brown,OH,38.79,-83.96
45132,Highland,Highland,OH,39.34,-83.59
45133,Hillsboro,Highland,OH,39.2,-83.61
45135,Leesburg,Highland,OH,39.34,-83.55
45138,"Lees Creek",Clinton,OH,39.41,-83.63
45140,Loveland,Clermont,OH,39.26,-84.27
45142,Lynchburg,Highland,OH,39.24,-83.78
45144,Manchester,Adams,OH,38.69,-83.6
45145,Marathon,Clermont,OH,39.13,-84.05
45146,Martinsville,Clinton,OH,39.32,-83.81
45147,Miamiville,Clermont,OH,39.19,-84.24
45148,Midland,Clinton,OH,39.3,-83.91
45150,Milford,Clermont,OH,39.17,-84.28
45152,Morrow,Warren,OH,39.34,-84.12
45153,Moscow,Clermont,OH,38.86,-84.22
45154,"Mount Orab",Brown,OH,39.02,-83.92
45155,Mowrystown,Highland,OH,39.03,-83.75
45156,Neville,Clermont,OH,38.81,-84.21
45157,"New Richmond",Clermont,OH,38.96,-84.27
45158,Newtonsville,Clermont,OH,39.18,-84.08
45159,"New Vienna",Clinton,OH,39.32,-83.69
45160,Owensville,Clermont,OH,39.12,-84.13
45162,"Pleasant Plain",Warren,OH,39.27,-84.1
45164,"Port William",Clinton,OH,39.55,-83.78
45166,Reesville,Clinton,OH,39.48,-83.67
45167,Ripley,Brown,OH,38.73,-83.84
45168,Russellville,Brown,OH,38.86,-83.78
45169,Sabina,Clinton,OH,39.49,-83.63
45171,Sardinia,Brown,OH,39,-83.8
45172,"Sinking Spring",Highland,OH,39.07,-83.38
45174,"Terrace Park",Hamilton,OH,39.15,-84.31
45176,Williamsburg,Clermont,OH,39.05,-84.05
45177,Wilmington,Clinton,OH,39.44,-83.83
45201,Cincinnati,Hamilton,OH,39.09,-84.51
45202,Cincinnati,Hamilton,OH,39.09,-84.51
45203,Cincinnati,Hamilton,OH,39.09,-84.51
45204,Cincinnati,Hamilton,OH,39.09,-84.51
45205,Cincinnati,Hamilton,OH,39.09,-84.51
45206,Cincinnati,Hamilton,OH,39.09,-84.51
45207,Cincinnati,Hamilton,OH,39.09,-84.51
45208,Cincinnati,Hamilton,OH,39.09,-84.51
45209,Cincinnati,Hamilton,OH,39.09,-84.51
45211,Cincinnati,Hamilton,OH,39.09,-84.51
45212,Cincinnati,Hamilton,OH,39.09,-84.51
45213,Cincinnati,Hamilton,OH,39.09,-84.51
45214,Cincinnati,Hamilton,OH,39.09,-84.51
45215,Cincinnati,Hamilton,OH,39.09,-84.51
45216,Cincinnati,Hamilton,OH,39.09,-84.51
45217,Cincinnati,Hamilton,OH,39.09,-84.51
45218,Cincinnati,Hamilton,OH,39.09,-84.51
45219,Cincinnati,Hamilton,OH,39.09,-84.51
45220,Cincinnati,Hamilton,OH,39.09,-84.51
45221,Cincinnati,Hamilton,OH,39.09,-84.51
45222,Cincinnati,Hamilton,OH,39.09,-84.51
45223,Cincinnati,Hamilton,OH,39.09,-84.51
45224,Cincinnati,Hamilton,OH,39.09,-84.51
45225,Cincinnati,Hamilton,OH,39.09,-84.51
45226,Cincinnati,Hamilton,OH,39.09,-84.51
45227,Cincinnati,Hamilton,OH,39.09,-84.51
45228,Cincinnati,Hamilton,OH,39.06,-84.42
45229,Cincinnati,Hamilton,OH,39.09,-84.51
45230,Cincinnati,Hamilton,OH,39.09,-84.51
45231,Cincinnati,Hamilton,OH,39.09,-84.51
45232,Cincinnati,Hamilton,OH,39.09,-84.51
45233,Cincinnati,Hamilton,OH,39.09,-84.51
45234,Cincinnati,Hamilton,OH,39.09,-84.51
45235,Cincinnati,Hamilton,OH,39.09,-84.51
45236,Cincinnati,Hamilton,OH,39.09,-84.51
45237,Cincinnati,Hamilton,OH,39.09,-84.51
45238,Cincinnati,Hamilton,OH,39.09,-84.51
45239,Cincinnati,Hamilton,OH,39.09,-84.51
45240,Cincinnati,Hamilton,OH,39.09,-84.51
45241,Cincinnati,Hamilton,OH,39.09,-84.51
45242,Cincinnati,Hamilton,OH,39.09,-84.51
45243,Cincinnati,Hamilton,OH,39.09,-84.51
45244,Cincinnati,Hamilton,OH,39.09,-84.51
45245,Cincinnati,Clermont,OH,39.09,-84.51
45246,Cincinnati,Hamilton,OH,39.09,-84.51
45247,Cincinnati,Hamilton,OH,39.09,-84.51
45248,Cincinnati,Hamilton,OH,39.09,-84.51
45249,Cincinnati,Hamilton,OH,39.09,-84.51
45250,Cincinnati,Hamilton,OH,39.09,-84.51
45251,Cincinnati,Hamilton,OH,39.09,-84.51
45252,Cincinnati,Hamilton,OH,39.09,-84.51
45253,Cincinnati,Hamilton,OH,39.09,-84.51
45254,Cincinnati,Hamilton,OH,39.09,-84.51
45255,Cincinnati,Hamilton,OH,39.09,-84.51
45258,Cincinnati,Hamilton,OH,39.09,-84.51
45262,Cincinnati,Hamilton,OH,39.09,-84.51
45263,Cincinnati,Hamilton,OH,39.09,-84.51
45264,Cincinnati,Hamilton,OH,39.09,-84.51
45267,Cincinnati,Hamilton,OH,39.09,-84.51
45268,Cincinnati,Hamilton,OH,39.09,-84.51
45269,Cincinnati,Hamilton,OH,39.09,-84.51
45270,Cincinnati,Hamilton,OH,39.09,-84.51
45271,Cincinnati,Hamilton,OH,39.09,-84.51
45273,Cincinnati,Hamilton,OH,39.09,-84.51
45274,Cincinnati,Hamilton,OH,39.09,-84.51
45275,Cincinnati,Hamilton,OH,39.09,-84.51
45277,Cincinnati,Hamilton,OH,39.09,-84.51
45280,Cincinnati,Hamilton,OH,39.15,-84.45
45296,Cincinnati,Hamilton,OH,39.09,-84.51
45298,Cincinnati,Hamilton,OH,39.09,-84.51
45299,Cincinnati,Hamilton,OH,39.09,-84.51
45301,Alpha,Greene,OH,39.67,-83.91
45302,Anna,Shelby,OH,40.39,-84.17
45303,Ansonia,Darke,OH,40.21,-84.63
45304,Arcanum,Darke,OH,39.99,-84.55
45305,Bellbrook,Greene,OH,39.64,-84.08
45306,Botkins,Shelby,OH,40.46,-84.18
45307,Bowersville,Greene,OH,39.58,-83.72
45308,Bradford,Darke,OH,40.13,-84.42
45309,Brookville,Montgomery,OH,39.83,-84.41
45310,Burkettsville,Mercer,OH,40.35,-84.64
45311,Camden,Preble,OH,39.63,-84.64
45312,Casstown,Miami,OH,40.05,-84.12
45314,Cedarville,Greene,OH,39.74,-83.81
45315,Clayton,Montgomery,OH,39.86,-84.35
45316,Clifton,Greene,OH,39.79,-83.82
45317,Conover,Champaign,OH,40.14,-84.03
45318,Covington,Miami,OH,40.11,-84.35
45319,Donnelsville,Clark,OH,39.91,-83.94
45320,Eaton,Preble,OH,39.74,-84.63
45321,Eldorado,Preble,OH,39.9,-84.67
45322,Englewood,Montgomery,OH,39.86,-84.3
45323,Enon,Clark,OH,39.86,-83.93
45324,Fairborn,Greene,OH,39.8,-84.01
45325,Farmersville,Montgomery,OH,39.67,-84.42
45326,Fletcher,Miami,OH,40.14,-84.11
45327,Germantown,Montgomery,OH,39.63,-84.36
45328,Gettysburg,Darke,OH,40.11,-84.49
45330,Gratis,Preble,OH,39.64,-84.52
45331,Greenville,Darke,OH,40.1,-84.62
45332,Hollansburg,Darke,OH,39.99,-84.79
45333,Houston,Shelby,OH,40.24,-84.35
45334,"Jackson Center",Shelby,OH,40.43,-84.03
45335,Jamestown,Greene,OH,39.65,-83.74
45336,Kettlersville,Shelby,OH,40.43,-84.26
45337,Laura,Miami,OH,39.99,-84.4
45338,Lewisburg,Preble,OH,39.84,-84.54
45339,"Ludlow Falls",Miami,OH,39.99,-84.33
45340,Maplewood,Shelby,OH,40.35,-84.06
45341,Medway,Clark,OH,39.87,-84.02
45342,Miamisburg,Montgomery,OH,39.63,-84.27
45343,Miamisburg,Montgomery,OH,39.63,-84.27
45344,"New Carlisle",Clark,OH,39.94,-84.02
45345,"New Lebanon",Montgomery,OH,39.74,-84.4
45346,"New Madison",Darke,OH,39.96,-84.7
45347,"New Paris",Preble,OH,39.85,-84.79
45348,"New Weston",Darke,OH,40.33,-84.64
45349,"North Hampton",Clark,OH,39.99,-83.94
45350,"North Star",Darke,OH,40.32,-84.56
45351,Osgood,Darke,OH,40.34,-84.49
45352,Palestine,Darke,OH,40.05,-84.74
45353,Pemberton,Shelby,OH,40.27,-84.05
45354,Phillipsburg,Montgomery,OH,39.9,-84.4
45356,Piqua,Miami,OH,40.14,-84.25
45358,Pitsburg,Darke,OH,39.98,-84.48
45359,"Pleasant Hill",Miami,OH,40.05,-84.34
45360,"Port Jefferson",Shelby,OH,40.33,-84.09
45361,Potsdam,Miami,OH,39.96,-84.41
45362,Rossburg,Darke,OH,40.27,-84.63
45363,Russia,Shelby,OH,40.23,-84.41
45365,Sidney,Shelby,OH,40.28,-84.16
45367,Sidney,Shelby,OH,40.28,-84.16
45368,"South Charleston",Clark,OH,39.82,-83.64
45369,"South Vienna",Clark,OH,39.92,-83.61
45370,"Spring Valley",Greene,OH,39.61,-84
45371,"Tipp City",Miami,OH,39.96,-84.18
45372,"Tremont City",Clark,OH,40.01,-83.83
45373,Troy,Miami,OH,40.04,-84.21
45374,Troy,Miami,OH,40.04,-84.21
45377,Vandalia,Montgomery,OH,39.87,-84.19
45378,Verona,Preble,OH,39.9,-84.48
45380,Versailles,Darke,OH,40.22,-84.48
45381,"West Alexandria",Preble,OH,39.74,-84.53
45382,"West Manchester",Preble,OH,39.9,-84.62
45383,"West Milton",Miami,OH,39.95,-84.32
45384,Wilberforce,Greene,OH,39.71,-83.88
45385,Xenia,Greene,OH,39.68,-83.94
45387,"Yellow Springs",Greene,OH,39.79,-83.89
45388,Yorkshire,Darke,OH,40.32,-84.49
45389,Christiansburg,Champaign,OH,40.05,-84.02
45390,"Union City",Darke,OH,40.19,-84.79
45400,Dayton,Montgomery,OH,39.76,-84.19
45401,Dayton,Montgomery,OH,39.77,-84.19
45402,Dayton,Montgomery,OH,39.77,-84.19
45403,Dayton,Montgomery,OH,39.77,-84.19
45404,Dayton,Montgomery,OH,39.77,-84.19
45405,Dayton,Montgomery,OH,39.77,-84.19
45406,Dayton,Montgomery,OH,39.77,-84.19
45408,Dayton,Montgomery,OH,39.74,-84.22
45409,Dayton,Montgomery,OH,39.77,-84.19
45410,Dayton,Montgomery,OH,39.77,-84.19
45412,Dayton,Montgomery,OH,39.77,-84.19
45413,Dayton,Montgomery,OH,39.77,-84.19
45414,Dayton,Montgomery,OH,39.77,-84.19
45415,Dayton,Montgomery,OH,39.77,-84.19
45416,Dayton,Montgomery,OH,39.77,-84.19
45417,Dayton,Montgomery,OH,39.77,-84.19
45418,Dayton,Montgomery,OH,39.77,-84.19
45419,Dayton,Montgomery,OH,39.77,-84.19
45420,Dayton,Montgomery,OH,39.77,-84.19
45422,Dayton,Montgomery,OH,39.77,-84.19
45423,Dayton,Montgomery,OH,39.77,-84.19
45424,Dayton,Montgomery,OH,39.77,-84.19
45426,Dayton,Montgomery,OH,39.77,-84.19
45427,Dayton,Montgomery,OH,39.75,-84.27
45428,Dayton,Montgomery,OH,39.77,-84.19
45429,Dayton,Montgomery,OH,39.77,-84.19
45430,Dayton,Greene,OH,39.77,-84.19
45431,Dayton,Greene,OH,39.77,-84.19
45432,Dayton,Greene,OH,39.77,-84.19
45433,Dayton,Greene,OH,39.77,-84.19
45434,Dayton,Greene,OH,39.77,-84.19
45435,Dayton,Greene,OH,39.77,-84.19
45437,Dayton,Montgomery,OH,39.77,-84.19
45439,Dayton,Montgomery,OH,39.77,-84.19
45440,Dayton,Greene,OH,39.77,-84.19
45441,Dayton,Montgomery,OH,39.77,-84.19
45448,Dayton,Montgomery,OH,39.77,-84.19
45449,Dayton,Montgomery,OH,39.77,-84.19
45454,Dayton,Montgomery,OH,39.77,-84.19
45458,Dayton,Montgomery,OH,39.77,-84.19
45459,Dayton,Montgomery,OH,39.77,-84.19
45463,Dayton,Montgomery,OH,39.75,-84.17
45469,Dayton,Montgomery,OH,39.77,-84.19
45470,Dayton,Montgomery,OH,39.77,-84.19
45475,Dayton,Montgomery,OH,39.77,-84.19
45479,Dayton,Montgomery,OH,39.77,-84.19
45481,Dayton,Montgomery,OH,39.77,-84.19
45482,Dayton,Montgomery,OH,39.77,-84.19
45490,Dayton,Montgomery,OH,39.77,-84.19
45501,Springfield,Clark,OH,39.92,-83.79
45502,Springfield,Clark,OH,39.92,-83.79
45503,Springfield,Clark,OH,39.92,-83.79
45504,Springfield,Clark,OH,39.92,-83.79
45505,Springfield,Clark,OH,39.92,-83.79
45506,Springfield,Clark,OH,39.92,-83.79
45601,Chillicothe,Ross,OH,39.33,-82.98
45612,Bainbridge,Ross,OH,39.22,-83.26
45613,Beaver,Pike,OH,39.03,-82.82
45614,Bidwell,Gallia,OH,38.94,-82.25
45616,"Blue Creek",Adams,OH,38.74,-83.35
45617,Bourneville,Ross,OH,39.27,-83.15
45618,"Cherry Fork",Adams,OH,38.88,-83.61
45619,Chesapeake,Lawrence,OH,38.43,-82.45
45620,Cheshire,Gallia,OH,38.94,-82.11
45621,Coalton,Jackson,OH,39.11,-82.61
45622,Creola,Vinton,OH,39.35,-82.5
45623,"Crown City",Gallia,OH,38.58,-82.28
45624,Cynthiana,Pike,OH,39.17,-83.34
45628,Frankfort,Ross,OH,39.4,-83.18
45629,"Franklin Furnace",Scioto,OH,38.6,-82.84
45630,Friendship,Scioto,OH,38.69,-83.11
45631,Gallipolis,Gallia,OH,38.82,-82.19
45633,Hallsville,Ross,OH,39.44,-82.84
45634,Hamden,Vinton,OH,39.16,-82.52
45636,Haverhill,Scioto,OH,38.58,-82.8
45638,Ironton,Lawrence,OH,38.53,-82.67
45640,Jackson,Jackson,OH,39.04,-82.62
45642,Jasper,Pike,OH,39.03,-83.05
45643,Kerr,Gallia,OH,38.87,-82.25
45644,Kingston,Ross,OH,39.47,-82.91
45645,"Kitts Hill",Lawrence,OH,38.57,-82.53
45646,Latham,Pike,OH,39.07,-83.32
45647,Londonderry,Vinton,OH,39.27,-82.75
45648,Lucasville,Scioto,OH,38.87,-82.99
45650,Lynx,Adams,OH,38.74,-83.36
45651,"Mc Arthur",Vinton,OH,39.24,-82.47
45652,"Mc Dermott",Scioto,OH,38.83,-83.07
45653,Minford,Scioto,OH,38.88,-82.83
45654,"New Plymouth",Vinton,OH,39.37,-82.39
45656,"Oak Hill",Jackson,OH,38.89,-82.56
45657,Otway,Scioto,OH,38.86,-83.18
45658,Patriot,Gallia,OH,38.77,-82.43
45659,Pedro,Lawrence,OH,38.66,-82.63
45660,Peebles,Adams,OH,38.94,-83.4
45661,Piketon,Pike,OH,39.06,-82.99
45662,Portsmouth,Scioto,OH,38.75,-82.95
45663,"West Portsmouth",Scioto,OH,38.76,-83.03
45669,Proctorville,Lawrence,OH,38.43,-82.38
45671,Rarden,Scioto,OH,38.92,-83.24
45672,Ray,Jackson,OH,39.2,-82.68
45673,"Richmond Dale",Ross,OH,39.2,-82.81
45674,"Rio Grande",Gallia,OH,38.88,-82.37
45675,"Rock Camp",Lawrence,OH,38.52,-82.56
45677,"Scioto Furnace",Scioto,OH,38.79,-82.76
45678,Scottown,Lawrence,OH,38.61,-82.39
45679,Seaman,Adams,OH,38.93,-83.57
45680,"South Point",Lawrence,OH,38.41,-82.57
45681,"South Salem",Ross,OH,39.33,-83.3
45682,"South Webster",Scioto,OH,38.81,-82.72
45683,Stockdale,Pike,OH,39.02,-82.84
45684,Stout,Scioto,OH,38.67,-83.21
45685,Thurman,Gallia,OH,38.92,-82.43
45686,Vinton,Gallia,OH,38.97,-82.34
45687,Wakefield,Pike,OH,38.96,-83.02
45688,Waterloo,Lawrence,OH,38.73,-82.53
45690,Waverly,Pike,OH,39.12,-82.98
45692,Wellston,Jackson,OH,39.11,-82.53
45693,"West Union",Adams,OH,38.79,-83.54
45694,Wheelersburg,Scioto,OH,38.73,-82.84
45695,Wilkesville,Vinton,OH,39.07,-82.32
45696,"Willow Wood",Lawrence,OH,38.59,-82.45
45697,Winchester,Adams,OH,38.94,-83.65
45698,Zaleski,Vinton,OH,39.28,-82.39
45699,Lucasville,Scioto,OH,38.87,-82.99
45701,Athens,Athens,OH,39.32,-82.09
45710,Albany,Athens,OH,39.22,-82.19
45711,Amesville,Athens,OH,39.4,-81.95
45712,Barlow,Washington,OH,39.39,-81.64
45713,Bartlett,Washington,OH,39.42,-81.8
45714,Belpre,Washington,OH,39.27,-81.58
45715,Beverly,Morgan,OH,39.54,-81.63
45716,Buchtel,Athens,OH,39.46,-82.18
45717,Carbondale,Athens,OH,39.37,-82.27
45719,Chauncey,Athens,OH,39.39,-82.12
45720,Chester,Meigs,OH,39.08,-81.92
45721,"Coal Run",Washington,OH,39.54,-81.64
45723,Coolville,Athens,OH,39.22,-81.79
45724,Cutler,Washington,OH,39.4,-81.77
45727,"Dexter City",Noble,OH,39.65,-81.47
45729,Fleming,Washington,OH,39.4,-81.64
45732,Glouster,Athens,OH,39.5,-82.08
45734,Graysville,Monroe,OH,39.66,-81.17
45735,Guysville,Athens,OH,39.29,-81.92
45739,Hockingport,Athens,OH,39.19,-81.75
45740,Jacksonville,Athens,OH,39.47,-82.08
45741,Langsville,Meigs,OH,39.05,-82.23
45742,"Little Hocking",Washington,OH,39.29,-81.73
45743,"Long Bottom",Meigs,OH,39.08,-81.87
45744,Lowell,Washington,OH,39.52,-81.5
45745,"Lower Salem",Noble,OH,39.56,-81.39
45746,Macksburg,Washington,OH,39.63,-81.45
45750,Marietta,Washington,OH,39.42,-81.44
45760,Middleport,Meigs,OH,38.99,-82.05
45761,Millfield,Athens,OH,39.41,-82.11
45764,Nelsonville,Athens,OH,39.45,-82.22
45766,"New Marshfield",Athens,OH,39.33,-82.23
45767,"New Matamoras",Washington,OH,39.53,-81.12
45768,Newport,Washington,OH,39.4,-81.26
45769,Pomeroy,Meigs,OH,39.02,-82.03
45770,Portland,Meigs,OH,38.99,-81.81
45771,Racine,Meigs,OH,38.96,-81.91
45772,Reedsville,Meigs,OH,39.14,-81.78
45773,Reno,Washington,OH,39.39,-81.35
45775,Rutland,Meigs,OH,39.04,-82.12
45776,Shade,Athens,OH,39.21,-82.01
45777,Sharpsburg,Athens,OH,39.4,-81.95
45778,Stewart,Athens,OH,39.32,-81.89
45779,Syracuse,Meigs,OH,38.99,-81.97
45780,"The Plains",Athens,OH,39.36,-82.13
45782,Trimble,Athens,OH,39.48,-82.07
45783,"Tuppers Plains",Meigs,OH,39.17,-81.83
45784,Vincent,Washington,OH,39.33,-81.67
45786,Waterford,Washington,OH,39.51,-81.66
45787,Watertown,Washington,OH,39.47,-81.6
45788,Whipple,Washington,OH,39.48,-81.35
45789,"Wingett Run",Washington,OH,39.54,-81.28
45801,Lima,Allen,OH,40.74,-84.11
45802,Lima,Allen,OH,40.74,-84.11
45804,Lima,Allen,OH,40.74,-84.11
45805,Lima,Allen,OH,40.74,-84.11
45806,Lima,Allen,OH,40.68,-84.12
45807,Lima,Allen,OH,40.74,-84.11
45808,Beaverdam,Allen,OH,40.83,-83.97
45809,Gomer,Allen,OH,40.81,-84.13
45810,Ada,Hardin,OH,40.76,-83.82
45812,Alger,Hardin,OH,40.7,-83.84
45813,Antwerp,Paulding,OH,41.18,-84.73
45814,Arlington,Hancock,OH,40.89,-83.65
45815,Belmore,Putnam,OH,41.15,-83.94
45816,"Benton Ridge",Hancock,OH,41,-83.79
45817,Bluffton,Allen,OH,40.89,-83.88
45819,Buckland,Auglaize,OH,40.62,-84.26
45820,Cairo,Allen,OH,40.83,-84.08
45821,Cecil,Paulding,OH,41.21,-84.6
45822,Celina,Mercer,OH,40.55,-84.57
45826,Chickasaw,Mercer,OH,40.43,-84.49
45827,Cloverdale,Putnam,OH,41.01,-84.3
45828,Coldwater,Mercer,OH,40.48,-84.63
45830,"Columbus Grove",Putnam,OH,40.91,-84.05
45831,Continental,Putnam,OH,41.09,-84.26
45832,Convoy,"Van Wert",OH,40.91,-84.7
45833,Delphos,Allen,OH,40.84,-84.33
45835,Dola,Hardin,OH,40.78,-83.69
45836,Dunkirk,Hardin,OH,40.78,-83.64
45837,Dupont,Putnam,OH,41.05,-84.3
45838,Elgin,"Van Wert",OH,40.74,-84.47
45839,Findlay,Hancock,OH,41.04,-83.64
45840,Findlay,Hancock,OH,41.04,-83.64
45841,Jenera,Hancock,OH,40.89,-83.72
45843,Forest,Hardin,OH,40.8,-83.51
45844,"Fort Jennings",Putnam,OH,40.9,-84.29
45845,"Fort Loramie",Shelby,OH,40.34,-84.37
45846,"Fort Recovery",Mercer,OH,40.41,-84.77
45848,Glandorf,Putnam,OH,41.03,-84.07
45849,"Grover Hill",Paulding,OH,41.01,-84.47
45850,Harrod,Allen,OH,40.7,-83.92
45851,Haviland,Paulding,OH,41.01,-84.58
45853,Kalida,Putnam,OH,40.98,-84.19
45854,Lafayette,Allen,OH,40.75,-83.94
45855,Latty,Paulding,OH,41.08,-84.58
45856,Leipsic,Putnam,OH,41.09,-83.98
45858,"Mc Comb",Hancock,OH,41.1,-83.78
45859,"Mc Guffey",Hardin,OH,40.69,-83.78
45860,"Maria Stein",Mercer,OH,40.39,-84.51
45861,Melrose,Paulding,OH,41.08,-84.41
45862,Mendon,Mercer,OH,40.67,-84.51
45863,"Middle Point","Van Wert",OH,40.85,-84.44
45864,"Miller City",Putnam,OH,41.1,-84.13
45865,Minster,Auglaize,OH,40.39,-84.37
45866,Montezuma,Mercer,OH,40.48,-84.54
45867,"Mount Blanchard",Hancock,OH,40.89,-83.55
45868,"Mount Cory",Hancock,OH,40.93,-83.82
45869,"New Bremen",Auglaize,OH,40.43,-84.38
45870,"New Hampshire",Auglaize,OH,40.61,-83.93
45871,"New Knoxville",Auglaize,OH,40.49,-84.31
45872,"North Baltimore",Wood,OH,41.18,-83.67
45873,Oakwood,Paulding,OH,41.09,-84.37
45874,"Ohio City","Van Wert",OH,40.77,-84.61
45875,Ottawa,Putnam,OH,41.02,-84.04
45876,Ottoville,Putnam,OH,40.93,-84.33
45877,Pandora,Putnam,OH,40.94,-83.96
45879,Paulding,Paulding,OH,41.13,-84.58
45880,Payne,Paulding,OH,41.07,-84.72
45881,Rawson,Hancock,OH,40.95,-83.78
45882,Rockford,Mercer,OH,40.69,-84.64
45883,"Saint Henry",Mercer,OH,40.42,-84.63
45884,"Saint Johns",Auglaize,OH,40.56,-84.13
45885,"Saint Marys",Auglaize,OH,40.54,-84.39
45886,Scott,Paulding,OH,40.98,-84.58
45887,Spencerville,Allen,OH,40.7,-84.35
45888,Uniopolis,Auglaize,OH,40.6,-84.08
45889,"Van Buren",Hancock,OH,41.13,-83.64
45890,Vanlue,Hancock,OH,40.97,-83.48
45891,"Van Wert","Van Wert",OH,40.86,-84.58
45893,Vaughnsville,Putnam,OH,40.92,-84.1
45894,Venedocia,"Van Wert",OH,40.78,-84.45
45895,Wapakoneta,Auglaize,OH,40.57,-84.19
45896,Waynesfield,Auglaize,OH,40.6,-83.97
45897,Williamstown,Hancock,OH,40.83,-83.63
45898,Willshire,"Van Wert",OH,40.74,-84.79
45899,Wren,"Van Wert",OH,40.8,-84.77
45999,Cincinnati,Hamilton,OH,39.09,-84.51
46001,Alexandria,Madison,IN,40.25,-85.67
46011,Anderson,Madison,IN,40.09,-85.68
46012,Anderson,Madison,IN,40.09,-85.68
46013,Anderson,Madison,IN,40.09,-85.68
46014,Anderson,Madison,IN,40.09,-85.68
46015,Anderson,Madison,IN,40.09,-85.68
46016,Anderson,Madison,IN,40.09,-85.68
46017,Anderson,Madison,IN,40.09,-85.68
46018,Anderson,Madison,IN,40.09,-85.68
46030,Arcadia,Hamilton,IN,40.17,-86.02
46031,Atlanta,Hamilton,IN,40.21,-86.02
46032,Carmel,Hamilton,IN,39.96,-86.1
46033,Carmel,Hamilton,IN,39.96,-86.1
46034,Cicero,Hamilton,IN,40.12,-86.02
46035,Colfax,Clinton,IN,40.19,-86.66
46036,Elwood,Madison,IN,40.27,-85.83
46037,Fishers,Hamilton,IN,39.96,-85.94
46038,Fishers,Hamilton,IN,39.95,-86.02
46039,Forest,Clinton,IN,40.37,-86.31
46040,Fortville,Hancock,IN,39.93,-85.84
46041,Frankfort,Clinton,IN,40.28,-86.51
46044,Frankton,Madison,IN,40.22,-85.77
46045,Goldsmith,Tipton,IN,40.26,-86.18
46047,Hobbs,Tipton,IN,40.3,-85.83
46048,Ingalls,Madison,IN,39.96,-85.79
46049,Kempton,Tipton,IN,40.28,-86.23
46050,Kirklin,Clinton,IN,40.19,-86.35
46051,Lapel,Madison,IN,40.06,-85.84
46052,Lebanon,Boone,IN,40.05,-86.47
46055,"Mc Cordsville",Hancock,IN,39.9,-85.93
46056,Markleville,Madison,IN,39.97,-85.61
46057,Michigantown,Clinton,IN,40.32,-86.39
46058,Mulberry,Clinton,IN,40.34,-86.66
46060,Noblesville,Hamilton,IN,40.05,-86.03
